top - 23:02:31 up 13 days, 12:31,  5 users,  load average: 0,07, 0,14, 0,09
Threads: 573 total,   1 running, 572 sleeping,   0 stopped,   0 zombie
%Cpu(s):  3,1 us,  4,7 sy,  0,0 ni, 89,1 id,  3,1 wa,  0,0 hi,  0,0 si,  0,0 st 
MiB Mem :   3799,2 total,    526,1 free,   1688,0 used,   1874,2 buff/cache     
MiB Swap:   3798,0 total,   3694,8 free,    103,1 used.   2111,2 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 164982 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164983 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164984 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164985 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164986 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164987 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164988 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164989 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164990 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164991 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164992 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164993 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164994 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164995 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164996 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164997 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164998 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 164999 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165000 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165001 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165002 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165003 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165004 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165005 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165006 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165007 gustavo   20   0   13,8g 248956  57792 S   0,0   6,4   0:00.00 node /o+
 165009 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:36.14 node /o+
 165010 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node
 165011 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:02.13 node
 165012 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:02.16 node
 165013 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:02.28 node
 165014 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:02.26 node
 165015 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node
 165017 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165018 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165019 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165020 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165021 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165022 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165023 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165024 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165025 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165026 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165027 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165028 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.04 node /o+
 165029 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165030 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165031 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.01 node /o+
 165032 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165033 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165034 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165035 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165036 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165037 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165038 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165039 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165040 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165041 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165042 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165043 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165044 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165045 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165046 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165047 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165048 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165049 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165050 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165051 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165052 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.02 node /o+
 165053 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165054 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165055 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165056 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165057 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165058 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165059 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165060 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165061 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165062 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165063 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165064 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165065 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165066 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165067 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165068 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165069 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165070 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165071 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165072 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165073 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165074 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165075 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165076 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165077 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165078 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165079 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165080 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165081 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165082 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165083 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165084 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165085 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165086 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165087 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165088 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165089 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165090 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165091 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165092 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165093 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165094 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165095 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165096 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165097 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165098 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165099 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165100 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165101 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165102 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165103 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165104 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165105 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165106 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165107 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.02 node /o+
 165108 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165109 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165110 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165111 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165112 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165113 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165114 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165115 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165116 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165117 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165118 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165119 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165120 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165121 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165122 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165123 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165124 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165125 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165126 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165127 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165128 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165129 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165130 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165131 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165132 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165133 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165134 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165135 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165136 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165137 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165138 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165139 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165140 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165141 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165142 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165143 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165144 gustavo   20   0   13,8g 375484  57756 S   0,0   9,7   0:00.00 node /o+
 165146 gustavo   20   0   13,7g 182724  49804 R   0,0   4,7   0:31.51 node /o+
 165147 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node
 165148 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:01.45 node
 165149 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:01.18 node
 165150 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:01.42 node
 165151 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:01.37 node
 165152 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node
 165160 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165161 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165162 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165163 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165164 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165165 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165166 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165167 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165168 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165169 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165170 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165171 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165172 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165173 gustavo   20   0   13,7g 182724  49804 S   0,0   4,7   0:00.00 node /o+
 165174 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165175 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165176 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165177 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165178 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165179 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165180 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165181 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165182 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165183 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165184 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165185 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165186 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165187 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165188 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165189 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165190 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165191 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165192 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165193 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165194 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165195 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165196 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165197 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165198 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165199 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165200 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165201 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165202 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165203 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165204 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165205 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165206 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165207 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165208 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165209 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165210 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165211 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165212 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165213 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165214 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165215 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165216 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165217 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165218 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165219 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165220 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165221 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165222 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165223 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165224 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165225 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165226 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165227 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165228 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165229 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165230 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165231 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165232 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165233 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165234 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165235 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165236 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165237 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165238 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165239 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165240 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165241 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165242 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165243 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165244 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165245 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165246 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165247 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165248 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165249 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165250 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165251 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165252 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165253 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165254 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165255 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165256 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165257 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165258 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165259 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165260 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165261 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165262 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165263 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165264 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165265 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165266 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165267 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165268 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165269 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165270 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165271 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165272 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165273 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165274 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165275 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165276 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165277 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165278 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165279 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165280 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165281 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165282 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165283 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165284 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165285 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165286 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
 165287 gustavo   20   0   13,7g 182728  49804 S   0,0   4,7   0:00.00 node /o+
